company_name,high,low,last_price,prev_close,change,percent_gain
ICICI Securitie,662.00,655.50,658.35,656.35,2,0.3
Polycab,"5,180.00","5,148.00","5,151.30","5,135.80",15.5,0.3
Vinati Organics,"1,766.30","1,751.00","1,759.55","1,754.35",5.2,0.3
TCNS Clothing C,363.80,359.10,359.90,358.85,1.05,0.29
Berger Paints,584.70,579.00,580.00,578.40,1.6,0.28
Deepak Nitrite,"2,142.00","2,105.65","2,118.00","2,112.00",6,0.28
JB Chemicals,"1,521.00","1,503.00","1,506.60","1,502.45",4.15,0.28
JB Chemicals,"1,521.00","1,503.00","1,506.60","1,502.45",4.15,0.28
Tube Investment,"3,224.00","3,185.00","3,204.60","3,195.75",8.85,0.28
Whirlpool,"1,599.00","1,579.00","1,587.05","1,582.60",4.45,0.28
Trent,"2,515.00","2,492.90","2,496.00","2,489.35",6.65,0.27
Lux Industries,"1,454.05","1,434.00","1,443.90","1,440.05",3.85,0.27
RHI Magnesita,706.65,693.45,695.00,693.10,1.9,0.27
Bharti Airtel,940.00,933.00,937.95,935.50,2.45,0.26
Capri Global,766.00,761.85,764.10,762.15,1.95,0.26
Finolex Cables,945.40,933.65,936.35,933.90,2.45,0.26
Borosil Renew,435.80,431.70,432.60,431.50,1.1,0.25
Firstsource Sol,160.00,158.20,158.40,158.00,0.4,0.25
IndusInd Bank,"1,507.90","1,495.40","1,502.50","1,498.80",3.7,0.25
Kalyan Jeweller,343.20,338.50,339.30,338.50,0.8,0.24
Ramco Cements,997.80,987.10,988.50,986.20,2.3,0.23
COFORGE LTD.,"5,176.40","5,148.00","5,150.65","5,139.00",11.65,0.23
PVR INOX,"1,684.80","1,665.00","1,670.00","1,666.20",3.8,0.23
RBL Bank,242.50,240.10,240.40,239.85,0.55,0.23
VIP Industries,611.90,604.00,605.00,603.60,1.4,0.23
Dixon Technolog,"5,323.60","5,275.00","5,286.70","5,274.90",11.8,0.22
KEI Industries,"2,602.15","2,573.30","2,581.05","2,575.45",5.6,0.22
Sun Pharma,"1,187.00","1,178.55","1,182.00","1,179.35",2.65,0.22
Bajaj Finance,"7,498.00","7,447.05","7,459.95","7,444.80",15.15,0.2
Colgate,"2,121.60","2,108.35","2,111.50","2,107.35",4.15,0.2
Gujarat Gas,421.00,417.30,418.40,417.55,0.85,0.2
HDFC Life,629.90,627.10,628.00,626.75,1.25,0.2
NLC India,151.40,150.15,150.45,150.15,0.3,0.2
PNB,76.85,76.35,76.40,76.25,0.15,0.2
BHEL,129.70,129.05,129.30,129.05,0.25,0.19
HUL,"2,499.00","2,486.00","2,491.25","2,486.55",4.7,0.19
LTIMindtree,"5,300.00","5,262.50","5,272.00","5,262.15",9.85,0.19
Tata Comm,"1,719.00","1,710.10","1,712.00","1,708.70",3.3,0.19
Escorts Kubota,"3,188.40","3,169.70","3,172.20","3,166.90",5.3,0.17
Endurance Techn,"1,656.40","1,631.05","1,638.30","1,635.45",2.85,0.17
Jubilant Food,512.00,507.90,508.45,507.60,0.85,0.17
Alkem Lab,"4,330.30","4,306.30","4,313.20","4,306.25",6.95,0.16
UltraTechCement,"8,745.00","8,712.55","8,724.70","8,710.85",13.85,0.16
Bajaj Finserv,"1,607.00","1,595.75","1,598.40","1,596.00",2.4,0.15
Bajaj Finserv,"1,607.00","1,595.75","1,598.40","1,596.00",2.4,0.15
Mastek,"2,262.40","2,236.55","2,239.95","2,236.55",3.4,0.15
Transport Corp,911.40,890.50,893.95,892.65,1.3,0.15
Lupin,"1,188.10","1,178.75","1,181.80","1,180.15",1.65,0.14
M&M,"1,540.00","1,525.00","1,526.25","1,524.10",2.15,0.14
Aurobindo Pharm,984.95,976.45,981.00,979.70,1.3,0.13
Avenue Supermar,"3,825.00","3,798.80","3,803.50","3,798.40",5.1,0.13
MRF,"108,980.00","108,390.05","108,432.05","108,295.70",136.35,0.13
Axis Bank,"1,033.90","1,026.25","1,030.50","1,029.20",1.3,0.13
KSB Pumps,"3,064.00","3,038.10","3,044.55","3,041.00",3.55,0.12
Info Edge,"4,544.00","4,507.05","4,515.95","4,510.80",5.15,0.11
Route,"1,560.00","1,552.00","1,556.55","1,555.10",1.45,0.09
Tata Chemicals,965.00,955.55,964.80,963.95,0.85,0.09
Britannia,"4,699.00","4,680.25","4,685.85","4,681.95",3.9,0.08
Grasim,"1,949.90","1,941.75","1,944.30","1,943.00",1.3,0.07
Jindal Steel,641.00,636.00,637.35,636.90,0.45,0.07
Apollo Tyres,423.20,417.20,418.95,418.70,0.25,0.06
Network 18,78.05,76.60,77.30,77.25,0.05,0.06
BPCL,388.00,383.15,384.20,384.05,0.15,0.04
SRF,"2,368.00","2,342.00","2,351.95","2,351.20",0.75,0.03
General Insuran,227.95,225.00,226.55,226.50,0.05,0.02
ABB India,"4,284.40","4,207.65","4,239.90","4,239.30",0.6,0.01
Voltas,835.00,823.75,829.95,829.85,0.1,0.01
